country,ticker,sector,industry,roe_ratio,pb_ratio,ps_ratio,evrv_ratio,de_ratio,current_ratio,roe_perc,pb_perc,ps_perc,evrv_perc,de_perc,current_perc
norway,AFG.OL,Industrials,Engineering & Construction,0.23903697334479793,5.281253845529728,0.6014392619072763,0.9435419482016262,3.300372599598739,0.6567448386450191,20.3,31.9,42.1,36.5,20.8,43.6
norway,AKRBP.OL,Energy,Oil & Gas E&P,0.14051597251646977,1.109717745000389,1.170274143417938,3.276919844803558,2.3243775606681374,1.3655294638901196,74.2,14.9,24.1,20.7,22.8,94.6
norway,ATEA.OL,Technology,Information Technology Services,0.1885598010400181,3.348786873831459,0.4282937958811133,0.8528376469061835,3.772552566131585,0.936012619161923,67.1,66.7,74.0,86.6,93.9,93.5
norway,AUSS.OL,Consumer Defensive,Farm Products,0.13886481802426343,0.805873472366906,0.6370621290330764,1.1816889308027354,0.898866262276141,2.7018348623853212,64.0,86.0,53.2,49.9,77.1,42.7
norway,BONHR.OL,Industrials,Conglomerates,0.18219300200579452,1.1682243146868734,0.7283849788091433,1.3851625790314737,1.740806775128148,1.6561237040941839,78.7,46.2,38.5,3.1,1.7,40.2
norway,BRG.OL,Basic Materials,Specialty Chemicals,0.16286836935166993,3.854616835918314,2.697648796208472,3.304276047686542,0.8829076620825147,1.6172376873661671,49.6,73.2,76.1,76.9,55.2,41.2
norway,DNO.OL,Energy,Oil & Gas E&P,-0.027037032181842828,0.938021744118992,1.5604761016138424,3.080805219336973,1.7462962962962962,3.785310734463277,32.2,49.9,53.7,54.1,75.4,75.6
norway,EPR.OL,Consumer Defensive,Discount Stores,0.20432984675261492,3.1964335904762824,1.0307113099417993,1.5638511640480035,1.8000486499635124,1.1441106088806168,16.1,54.7,64.4,46.9,37.3,37.9
norway,EQNR.OL,Energy,Oil & Gas Integrated,0.2027252568115358,1.515237066761576,0.6421268542587008,1.4484984089413302,2.094407739499764,1.3124803700425434,69.8,54.1,8.2,13.2,74.6,7.3
norway,GSF.OL,Consumer Defensive,Farm Products,-0.14988031670042348,1.4664315326418849,1.105216438215109,2.247181467357491,1.543730436383723,1.6118708175734653,1.2,34.1,38.7,64.6,91.5,1.2
norway,KOG.OL,Industrials,Aerospace & Defense,0.26690539208054387,10.515441382531527,4.145973972826976,4.879563758389262,2.602366495407131,1.1253661662394727,94.1,94.1,88.3,88.0,100.0,5.2
norway,MOWI.OL,Consumer Defensive,Farm Products,0.11308037943085372,28.72060659011483,20.538156015708676,21.298241699393074,1.1352970544183725,2.914245216158753,30.3,60.5,57.9,58.8,73.4,30.7
norway,NHY.OL,Basic Materials,Aluminum,0.04690466440829394,1.2159168688737862,0.6396141314069069,1.0550977118012907,0.9298942783754607,1.5305296391491774,39.8,77.2,52.1,47.1,44.6,2.7
norway,NOD.OL,Technology,Semiconductors,-0.09333111688494974,4.549218506169222,5.563996767534156,5.557604433897298,0.44773519163763065,4.973913043478261,3.8,27.7,71.9,72.3,69.6,85.1
norway,ORK.OL,Consumer Defensive,Packaged Foods,0.12553951188888016,2.1120168916267756,1.5236317510190216,2.0522634312726447,0.7650082398179393,1.364748113896325,70.0,94.1,66.3,51.4,64.4,43.8
norway,SALM.OL,Consumer Defensive,Farm Products,0.17015814335592525,4.063154651879237,2.978321415129846,4.295408355287918,1.821986034093243,1.6346136547629757,18.1,59.5,50.3,66.8,88.8,7.3
norway,SCATC.OL,Utilities,Utilities - Renewable,0.11642118458163585,0.9728952712677968,2.684980592964791,8.974277890262089,2.583672829833908,1.1099078003805063,69.9,0.6,1.0,10.9,7.9,15.2
norway,TGS.OL,Energy,Oil & Gas Equipment & Services,0.03752388313492005,1.0229506118873242,1.3015171016750247,2.4073451946897633,0.9719942056977305,0.677013422818792,48.4,23.7,9.4,19.3,93.9,1.7
norway,VEI.OL,Industrials,Engineering & Construction,0.4028605482717521,5.967837656814521,0.48373458870781183,0.7993880437714546,4.603098927294398,0.81730465042708,79.7,94.3,92.5,81.5,37.9,12.4
norway,WAWI.OL,Industrials,Marine Shipping,0.27815640587690565,1.2062057062686453,0.7378768142054294,1.4440022207386116,1.7244389027431422,1.182655410590944,85.7,93.5,57.5,22.8,43.4,53.9
norway,WWI.OL,Industrials,Marine Shipping,0.18641779169416756,0.6174710235166313,1.4986867198480711,2.3152346385609675,0.3939169139465875,1.1993720565149137,84.7,96.7,78.7,16.7,0.2,27.8
norway,YAR.OL,Basic Materials,Agricultural Inputs,0.0008560515688935332,1.066496664753314,0.5503526093789838,1.115835145153608,1.1410823932600314,1.8286814244465832,9.6,70.0,44.2,48.2,76.3,67.5
