country,ticker,sector,industry,roe_ratio,pb_ratio,ps_ratio,evrv_ratio,de_ratio,current_ratio,roe_perc,pb_perc,ps_perc,evrv_perc,de_perc,current_perc
norway,AFG.OL,Industrials,Engineering & Construction,0.18977384464110128,5.414049711174279,0.543006760972805,0.9420205676789194,4.149459193706981,0.6172274088426986,13.3,34.4,25.5,35.5,55.4,17.4
norway,AKRBP.OL,Energy,Oil & Gas E&P,0.11405510656255731,1.1579329393284505,1.1264251656284578,3.080736005638017,2.341320724475076,1.1207766990291261,66.2,19.3,21.0,19.3,23.9,69.3
norway,ATEA.OL,Technology,Information Technology Services,0.1836783822821377,3.8392504437244104,0.47795032196209547,0.8068582577089187,2.8909484833895043,0.8827335220380105,59.7,87.1,90.7,79.3,41.1,60.6
norway,AUSS.OL,Consumer Defensive,Farm Products,0.13886481802426343,0.7092565103020715,0.5606841247131774,1.1053109264828365,0.898866262276141,2.7018348623853212,64.1,70.3,33.9,34.7,77.3,42.6
norway,BONHR.OL,Industrials,Conglomerates,0.18219300200579452,1.2298345219523068,0.7667987910789967,1.423576391301327,1.740806775128148,1.6561237040941839,79.0,51.6,40.8,3.7,1.3,40.1
norway,BRG.OL,Basic Materials,Specialty Chemicals,0.155343585750438,3.5909550914203745,2.546836435817543,3.088600898056946,0.7973525403932257,1.760523321956769,38.4,60.6,69.1,67.8,21.6,70.7
norway,DNO.OL,Energy,Oil & Gas E&P,0.06126792824837517,0.8601401722597283,1.527080181915891,2.850628439138882,1.4975450081833062,3.7852941176470587,52.8,41.3,51.6,47.1,61.1,74.5
norway,EPR.OL,Consumer Defensive,Discount Stores,0.22624557582357746,3.3707666089779478,1.081956283734685,1.713870991416237,1.9942826027770215,1.090085141444658,24.0,74.4,79.2,75.8,53.0,31.8
norway,EQNR.OL,Energy,Oil & Gas Integrated,0.21229197587038567,1.6793120492127258,0.7113232902809747,1.5007873371466518,2.0440669565413296,1.4803687471663896,71.5,70.3,19.5,16.4,70.8,23.8
norway,GSF.OL,Consumer Defensive,Farm Products,-0.14988031670042348,1.2752941287874275,0.9611604792457007,2.1031255083880818,1.543730436383723,1.6118708175734653,0.8,24.0,18.8,54.9,91.9,0.8
norway,KOG.OL,Industrials,Aerospace & Defense,0.26964586846543004,12.569596964586848,4.767972238214035,5.470759078018721,2.2532883642495785,1.1354725822236722,96.0,98.8,91.7,91.7,82.1,17.1
norway,MOWI.OL,Consumer Defensive,Farm Products,0.10739668333772046,26.8350254919379,18.438462984965106,19.165900134540077,1.103448275862069,2.7639751552795033,26.6,47.2,45.8,46.2,59.5,21.2
norway,NHY.OL,Basic Materials,Aluminum,0.0046066350710900475,1.2193138075552845,0.6564315398008956,1.0768127303196107,0.9597630331753555,1.5952159870811466,26.4,77.9,55.9,51.5,58.7,8.2
norway,NOD.OL,Technology,Semiconductors,-0.09333111688494974,3.3980201058297155,4.156004566325687,4.149612232688829,0.44773519163763065,4.973913043478261,3.4,11.6,46.9,47.3,69.8,85.4
norway,ORK.OL,Consumer Defensive,Packaged Foods,0.12147602073882048,2.069625860190747,1.46820273085225,2.0244080123096793,0.8072342838626053,1.2955877283695278,59.8,89.2,50.6,46.5,68.0,36.5
norway,SALM.OL,Consumer Defensive,Farm Products,0.17015814335592525,3.6327788046826868,2.662852841550621,3.979939781708694,1.821986034093243,1.6346136547629757,17.8,44.3,37.3,51.8,89.2,6.9
norway,SCATC.OL,Utilities,Utilities - Renewable,0.1882640586797066,1.0295476772616137,2.885461397898584,9.37084285061672,2.543357783211084,0.9840172786177106,89.0,1.4,3.1,13.5,3.7,13.5
norway,TGS.OL,Energy,Oil & Gas Equipment & Services,0.03752388313492005,1.049636280023515,1.3354697217187208,2.4412978147334594,0.9719942056977305,0.677013422818792,48.4,24.9,9.1,19.3,94.3,1.3
norway,VEI.OL,Industrials,Engineering & Construction,0.4749048113534095,6.586832814122534,0.4525627853881279,0.7609008751902587,5.134302526825891,0.8267747833691073,91.8,97.0,91.8,68.8,67.1,13.4
norway,WAWI.OL,Industrials,Marine Shipping,0.27815640587690565,1.1581545926664862,0.7084823233325038,1.4146077298656858,1.7244389027431422,1.182655410590944,86.1,93.8,59.2,22.2,43.3,54.0
norway,WWI.OL,Industrials,Marine Shipping,0.191496989045554,0.669492997722046,1.6775312809372553,2.606537813915568,0.4374529012810851,1.3682539682539683,90.0,98.6,87.0,54.2,7.3,57.5
norway,YAR.OL,Basic Materials,Agricultural Inputs,0.07198078828528684,0.9629345179171885,0.5260971167378113,1.0788407270454037,1.1296826222684704,1.8057954862078573,52.4,57.1,35.3,42.1,75.0,64.0
