country,ticker,sector,industry,roe_ratio,pb_ratio,ps_ratio,evrv_ratio,de_ratio,current_ratio,roe_perc,pb_perc,ps_perc,evrv_perc,de_perc,current_perc
norway,AFG.OL,Industrials,Engineering & Construction,0.1529535864978903,4.770130098452883,0.45036184974936094,0.8351508813863161,4.220112517580872,0.5824278756088422,7.7,16.7,7.6,11.6,63.2,3.1
norway,AKRBP.OL,Energy,Oil & Gas E&P,0.14333356649557816,1.1199884607440627,1.0639747859808488,2.8838163930174106,2.1705163579030353,1.1335067186822712,79.3,12.6,13.7,13.2,23.3,67.7
norway,ATEA.OL,Technology,Information Technology Services,0.18240497250776955,3.5731628018168777,0.45117544071480314,0.833540811398213,3.312694238584748,0.9119870869085039,58.2,77.1,80.7,82.4,74.7,73.9
norway,AUSS.OL,Consumer Defensive,Farm Products,0.11137265924182271,0.6837339704177353,0.5672968954962833,1.1068392362629353,0.8950918736605418,2.9715999510343982,54.5,67.4,39.8,38.6,75.4,77.7
norway,BONHR.OL,Industrials,Conglomerates,0.17216117216117216,1.3292195438969634,0.8044325657894736,1.4449503003432493,1.8621056362991848,1.6077222582738482,79.5,60.5,47.7,3.5,1.3,40.0
norway,BRG.OL,Basic Materials,Specialty Chemicals,0.1600323297635886,3.9361487785766376,2.6894933460135,3.2312578082529035,0.8557284299858557,1.6958154506437768,42.2,78.6,77.1,75.6,45.4,57.0
norway,DNO.OL,Energy,Oil & Gas E&P,0.0008128386421392417,0.8936309200618459,1.6817976624199078,2.8767799821947224,1.4016260162601626,3.984472049689441,47.2,38.0,50.8,43.1,60.4,80.1
norway,EPR.OL,Consumer Defensive,Discount Stores,0.24916107382550334,2.9798229844351476,1.0287552608940034,1.7121883560861255,2.0156599552572705,1.0555232558139536,43.4,45.1,70.4,79.4,54.7,24.3
norway,EQNR.OL,Energy,Oil & Gas Integrated,0.21844181913842092,1.7109433790988655,0.7169954817874401,1.501404738627293,2.0695407427747656,1.5261774631902758,79.9,72.4,20.3,13.7,74.1,39.7
norway,GSF.OL,Consumer Defensive,Farm Products,-0.11632167063564755,1.220953929291079,0.9645712735166425,2.0140647612156295,1.3953104964279173,1.6748322147651007,0.8,22.3,23.3,49.3,65.0,0.8
norway,KOG.OL,Industrials,Aerospace & Defense,0.2743449714671412,11.835616371111248,4.290815740884924,5.031745156051876,2.408111922439713,1.0983656266108737,98.9,99.3,91.6,91.6,98.9,1.3
norway,MOWI.OL,Consumer Defensive,Farm Products,0.12724434035909446,25.209130407527436,17.795497457040398,18.541639999288744,1.103304709862087,3.127659574468085,40.2,36.7,40.5,41.1,55.9,46.4
norway,NHY.OL,Basic Materials,Aluminum,-0.014907262957184954,1.3264718888429112,0.7251756765443975,1.1594329615479513,0.9762042333545193,1.5151230766222847,13.9,90.2,68.8,63.3,62.4,1.1
norway,NOD.OL,Technology,Semiconductors,-0.10380856555558261,3.19945786809928,4.071614096694567,4.064820884932375,0.45373665480427045,4.938053097345133,0.9,6.2,40.3,41.2,72.7,86.1
norway,ORK.OL,Consumer Defensive,Packaged Foods,0.13378986747828292,2.078778242766259,1.428037619967186,2.007480943185283,0.8676473696447066,1.1841084241296838,98.9,91.6,41.9,44.6,74.0,18.5
norway,SALM.OL,Consumer Defensive,Farm Products,0.1859689304919339,3.5814130651264686,2.575888124910471,3.7274423435037956,1.632294363672575,1.8117992815935562,19.5,46.2,36.4,42.0,87.5,18.4
norway,SCATC.OL,Utilities,Utilities - Renewable,0.07208063902624572,1.213357786698775,3.1732580166436994,10.388876022114976,3.0170216812476225,0.953037542662116,46.9,4.0,6.9,21.4,20.9,11.0
norway,TGS.OL,Energy,Oil & Gas Equipment & Services,0.07202302447818311,1.4754512135072064,0.8410954546804119,1.3299235483583092,1.0151324085750313,0.7206790123456791,76.7,58.5,0.4,1.5,97.1,4.2
norway,VEI.OL,Industrials,Engineering & Construction,0.5718487394957983,7.0428704151826755,0.391828504362766,0.7323226720618707,6.368487394957983,0.7878293308463511,99.3,100.0,92.8,66.7,92.0,10.7
norway,WAWI.OL,Industrials,Marine Shipping,0.2443313107313412,1.3162149159615635,0.9936527900293454,1.5861482831194058,1.2066838046272492,1.5506582713222667,82.3,99.2,65.6,40.3,30.7,69.7
norway,WWI.OL,Industrials,Marine Shipping,0.191496989045554,0.723396167900367,1.8125950596824953,2.7416015926608086,0.4374529012810851,1.3682539682539683,91.6,100.0,89.8,65.8,5.8,54.9
norway,YAR.OL,Basic Materials,Agricultural Inputs,0.03687437514048303,1.120352643749863,0.5767865936333525,1.1291290582190285,1.1927677712085798,1.7099216004325493,22.6,75.8,53.5,51.4,80.8,47.9
