country,ticker,sector,industry,roe_ratio,pb_ratio,ps_ratio,evrv_ratio,de_ratio,current_ratio,roe_perc,pb_perc,ps_perc,evrv_perc,de_perc,current_perc
norway,AFG.OL,Industrials,Engineering & Construction,0.18977384464110128,5.719968643463545,0.5736891627615804,0.9727029694676949,4.149459193706981,0.6172274088426986,13.6,42.7,34.1,44.8,55.4,17.6
norway,AKRBP.OL,Energy,Oil & Gas E&P,0.11405510656255731,1.1569884733536664,1.125506398914132,3.079817238923691,2.341320724475076,1.1207766990291261,66.1,19.5,21.3,19.5,24.1,69.2
norway,ATEA.OL,Technology,Information Technology Services,0.1836783822821377,3.693044610866056,0.4597490803625509,0.7886570161093742,2.8909484833895043,0.8827335220380105,59.6,81.6,84.9,75.7,41.2,60.5
norway,AUSS.OL,Consumer Defensive,Farm Products,0.13886481802426343,0.7831831311380705,0.6191248751248751,1.163751676894534,0.898866262276141,2.7018348623853212,64.0,82.1,50.0,45.2,77.1,42.7
norway,BONHR.OL,Industrials,Conglomerates,0.18219300200579452,1.1611154446177847,0.7239526158549295,1.3807302160772597,1.740806775128148,1.6561237040941839,78.8,45.7,38.2,2.9,1.6,40.2
norway,BRG.OL,Basic Materials,Specialty Chemicals,0.16286836935166993,3.870333988212181,2.7086484256840366,3.3152756771621066,0.8829076620825147,1.6172376873661671,49.6,73.8,77.0,77.4,55.2,41.2
norway,DNO.OL,Energy,Oil & Gas E&P,0.06126792824837517,0.9279675057169887,1.6474998298468408,2.971048087069832,1.4975450081833062,3.7852941176470587,52.8,46.7,55.2,50.8,61.1,74.3
norway,EPR.OL,Consumer Defensive,Discount Stores,0.20432984675261492,3.1923721102466547,1.0294016585790258,1.5625415126852302,1.8000486499635124,1.1441106088806168,16.1,56.3,66.5,48.6,37.3,37.9
norway,EQNR.OL,Energy,Oil & Gas Integrated,0.21229197587038567,1.5346740039242823,0.6500574818669774,1.4395215287326546,2.0440669565413296,1.4803687471663896,71.4,56.5,9.6,12.1,70.6,24.0
norway,GSF.OL,Consumer Defensive,Farm Products,-0.14988031670042348,1.3504957969270783,1.0178382838066835,2.159803312949065,1.543730436383723,1.6118708175734653,1.2,31.1,25.5,59.1,91.6,1.2
norway,KOG.OL,Industrials,Aerospace & Defense,0.26964586846543004,12.041295109612143,4.567573722254206,5.270360562058893,2.2532883642495785,1.1354725822236722,95.7,97.7,90.8,90.8,81.9,17.3
norway,MOWI.OL,Consumer Defensive,Farm Products,0.10739668333772046,29.373567143475643,20.18270601882148,20.910143168396452,1.103448275862069,2.7639751552795033,26.8,63.7,56.2,56.4,59.4,21.4
norway,NHY.OL,Basic Materials,Aluminum,0.0046066350710900475,1.2817165645942867,0.6900267780710702,1.1104079685897852,0.9597630331753555,1.5952159870811466,26.6,85.2,61.2,56.8,58.6,8.5
norway,NOD.OL,Technology,Semiconductors,-0.09333111688494974,4.582563660197779,5.604780108447813,5.598387774810956,0.44773519163763065,4.973913043478261,3.7,28.4,72.2,72.6,69.6,85.2
norway,ORK.OL,Consumer Defensive,Packaged Foods,0.12147602073882048,2.102058752137813,1.491210783390659,2.0474160648480884,0.8072342838626053,1.2955877283695278,59.8,93.3,58.8,49.8,67.8,36.6
norway,SALM.OL,Consumer Defensive,Farm Products,0.17015814335592525,3.8327171903881703,2.80940910801656,4.126496048174633,1.821986034093243,1.6346136547629757,18.0,50.9,43.9,58.4,88.9,7.2
norway,SCATC.OL,Utilities,Utilities - Renewable,0.11642118458163585,0.9704053991754689,2.6781090843406883,8.967406381637986,2.583672829833908,1.1099078003805063,69.9,0.4,0.8,10.5,7.9,15.1
norway,TGS.OL,Energy,Oil & Gas Equipment & Services,0.03752388313492005,0.9847011270793848,1.2528516450740022,2.3586797380887408,0.9719942056977305,0.677013422818792,48.4,20.1,8.6,18.4,94.0,1.6
norway,VEI.OL,Industrials,Engineering & Construction,0.4749048113534095,6.811065563123999,0.46796918787731245,0.7763072776794433,5.134302526825891,0.8267747833691073,91.5,97.9,92.5,75.3,67.0,13.7
norway,WAWI.OL,Industrials,Marine Shipping,0.27815640587690565,1.1224242726033322,0.6866248784524773,1.3927502849856597,1.7244389027431422,1.182655410590944,85.8,92.7,57.0,21.1,43.4,53.9
norway,WWI.OL,Industrials,Marine Shipping,0.191496989045554,0.6538688904239819,1.6383823595618234,2.5673888925401367,0.4374529012810851,1.3682539682539683,89.7,98.1,86.0,51.1,7.6,57.5
norway,YAR.OL,Basic Materials,Agricultural Inputs,0.07198078828528684,0.9604582555222111,0.5247442163255365,1.0774878266331287,1.1296826222684704,1.8057954862078573,52.4,56.3,34.3,41.6,74.8,63.9
