country,ticker,sector,industry,roe_ratio,pb_ratio,ps_ratio,evrv_ratio,de_ratio,current_ratio,roe_perc,pb_perc,ps_perc,evrv_perc,de_perc,current_perc
norway,AFG.OL,Industrials,Engineering & Construction,0.1529535864978903,4.701440108576907,0.44387662811780776,0.8286656597547629,4.220112517580872,0.5824278756088422,8.7,13.1,6.6,8.7,62.4,3.3
norway,AKRBP.OL,Energy,Oil & Gas E&P,0.14333356649557816,1.111195191159159,1.055621291768548,2.875462898805109,2.1705163579030353,1.1335067186822712,78.8,12.5,13.8,13.1,23.9,69.3
norway,ATEA.OL,Technology,Information Technology Services,0.18240497250776955,3.6645066493155425,0.46270922826874283,0.8450745989521526,3.312694238584748,0.9119870869085039,57.0,79.6,82.9,83.3,73.9,75.9
norway,AUSS.OL,Consumer Defensive,Farm Products,0.11137265924182271,0.7129350978700006,0.5915251913911624,1.1310675321578145,0.8950918736605418,2.9715999510343982,53.5,72.5,43.7,41.6,74.8,77.1
norway,BONHR.OL,Industrials,Conglomerates,0.17216117216117216,1.397062507385088,0.8454905606407322,1.486008295194508,1.8621056362991848,1.6077222582738482,78.9,64.3,52.6,5.3,1.4,38.4
norway,BRG.OL,Basic Materials,Specialty Chemicals,0.1600323297635886,4.1624570620327335,2.8441253624188874,3.3858898246582907,0.8557284299858557,1.6958154506437768,43.3,84.4,78.7,79.6,44.0,58.5
norway,DNO.OL,Energy,Oil & Gas E&P,0.0008128386421392417,0.9327088205139654,1.7553415832458614,2.950323903020676,1.4016260162601626,3.984472049689441,45.8,42.7,54.2,45.8,59.3,79.5
norway,EPR.OL,Consumer Defensive,Discount Stores,0.24916107382550334,2.9775671140939597,1.027976443328828,1.7114095385209498,2.0156599552572705,1.0555232558139536,43.4,46.9,71.4,77.9,54.7,24.3
norway,EQNR.OL,Energy,Oil & Gas Integrated,0.21844181913842092,1.6517989058913052,0.6922101378768463,1.476619394716699,2.0695407427747656,1.5261774631902758,79.3,64.8,15.6,11.5,73.4,38.2
norway,GSF.OL,Consumer Defensive,Farm Products,-0.11632167063564755,1.305121801327078,1.0310651104840116,2.0805585981829986,1.3953104964279173,1.6748322147651007,0.9,28.2,29.0,55.5,66.6,0.9
norway,KOG.OL,Industrials,Aerospace & Defense,0.2743449714671412,11.652034730318464,4.224261117166819,4.9651905323337715,2.408111922439713,1.0983656266108737,98.8,99.2,91.9,91.9,98.8,1.4
norway,MOWI.OL,Consumer Defensive,Farm Products,0.12724434035909446,26.20484647410877,18.498388133725204,19.24453067597355,1.103304709862087,3.127659574468085,38.9,42.7,46.7,47.1,57.0,47.4
norway,NHY.OL,Basic Materials,Aluminum,-0.014907262957184954,1.3156593553306477,0.7192645174984607,1.1535218025020144,0.9762042333545193,1.5151230766222847,14.3,89.2,67.3,61.7,61.4,1.2
norway,NOD.OL,Technology,Semiconductors,-0.10380856555558261,3.2033282687399747,4.076539549211268,4.069746337449075,0.45373665480427045,4.938053097345133,1.1,6.5,41.8,42.6,74.6,85.7
norway,ORK.OL,Consumer Defensive,Packaged Foods,0.13378986747828292,2.1420912856931498,1.4715311515397906,2.0509744747578877,0.8676473696447066,1.1841084241296838,98.8,96.5,51.7,51.0,73.2,19.1
norway,SALM.OL,Consumer Defensive,Farm Products,0.1859689304919339,3.7621265684126666,2.7058641312132927,3.8574183498066175,1.632294363672575,1.8117992815935562,20.8,50.2,40.5,46.7,87.2,18.8
norway,SCATC.OL,Utilities,Utilities - Renewable,0.07208063902624572,1.2398008258771698,3.2424136993097035,10.458031704780979,3.0170216812476225,0.953037542662116,48.8,6.9,9.1,22.8,21.2,11.2
norway,TGS.OL,Energy,Oil & Gas Equipment & Services,0.07202302447818311,1.5891839346667191,0.9059299093475457,1.394758003025443,1.0151324085750313,0.7206790123456791,78.7,67.1,1.3,2.1,96.9,4.4
norway,VEI.OL,Industrials,Engineering & Construction,0.5718487394957983,7.088235294117648,0.39435236915308913,0.7348465368521938,6.368487394957983,0.7878293308463511,99.2,100.0,92.3,65.6,91.7,11.0
norway,WAWI.OL,Industrials,Marine Shipping,0.2443313107313412,1.2949692647134126,0.9776137675393951,1.5701092606294553,1.2066838046272492,1.5506582713222667,81.9,98.3,67.0,40.9,29.2,71.2
norway,WWI.OL,Industrials,Marine Shipping,0.191496989045554,0.7327706322792055,1.8360844125077544,2.765090945486068,0.4374529012810851,1.3682539682539683,91.3,99.8,89.4,68.1,6.0,56.2
norway,YAR.OL,Basic Materials,Agricultural Inputs,0.03687437514048303,1.1278456115911766,0.5806441677833363,1.1329866323690123,1.1927677712085798,1.7099216004325493,23.0,75.4,55.9,51.4,80.2,46.6
