country,ticker,sector,industry,roe_ratio,pb_ratio,ps_ratio,evrv_ratio,de_ratio,current_ratio,roe_perc,pb_perc,ps_perc,evrv_perc,de_perc,current_perc
norway,AFG.OL,Industrials,Engineering & Construction,0.1970203709334144,4.408515859657815,0.5043693009049168,0.9009534111038873,3.5722103982973548,0.6268339768339768,7,12,32,44,34,17
norway,AKRBP.OL,Energy,Oil & Gas E&P,0.13516101350230053,1.2517572631757186,1.2727080265990365,3.198853622959127,2.1513504874540517,0.9588642155078267,75,21,31,20,16,53
norway,ATEA.OL,Technology,Information Technology Services,0.18129432624113476,3.741018541011404,0.5548079035315361,0.9089362232791038,2.5718085106382977,0.9213118189438391,56,83,95,95,18,79
norway,AUSS.OL,Consumer Defensive,Farm Products,-0.005025842095883087,0.5957677198840726,0.49905241195950245,1.0895814935312211,0.9121368739975049,2.9269837167226673,0,43,34,45,87,68
norway,BONHR.OL,Industrials,Conglomerates,0.1606533398342272,1.2597257435397369,0.8690539858728558,1.6958282879246553,1.9962213554363726,1.6120661693156018,78,59,65,20,0,40
norway,BRG.OL,Basic Materials,Specialty Chemicals,0.17121181053926593,3.9081403753027604,2.4126583051077928,2.945063368398932,0.9034242362107853,1.7174817898022894,53,77,75,75,55,60
norway,DNO.OL,Energy,Oil & Gas E&P,0.01143084648207366,0.8060964323963065,1.2496520070063346,2.11020477082543,1.1377633711507293,2.5590361445783136,45,28,39,22,38,29
norway,EPR.OL,Consumer Defensive,Discount Stores,0.24166211044286495,3.4005645161290325,1.5349537265547877,2.1560050592300097,1.4267359212684527,1.3421052631578947,35,65,100,99,0,53
norway,EQNR.OL,Energy,Oil & Gas Integrated,0.19406825143342116,1.6106890398330078,0.8037876938486674,1.57485270241816,1.7395419420538727,1.875070361908546,73,65,46,27,24,90
norway,GSF.OL,Consumer Defensive,Farm Products,-0.02928739232576351,1.0740881106586502,0.7490227814062342,1.4520590417819441,1.0518402505873141,3.7915451895043732,8,7,20,29,15,83
norway,KOG.OL,Industrials,Aerospace & Defense,0.23265280561122245,10.988459418837676,3.6750946715817694,4.330234584450402,2.333041082164329,1.1366939294209653,90,100,100,100,93,13
norway,MOWI.OL,Consumer Defensive,Farm Products,0.08501814411612234,23.24805428251323,16.897323553492097,17.65561292802111,1.0868325557283567,3.018714401952807,25,21,43,45,48,34
norway,NHY.OL,Basic Materials,Aluminum,0.018675782333622673,1.2002001022323712,0.7052327333282429,1.135151757410691,0.9072474921475807,1.875233819678264,23,79,72,60,46,32
norway,NOD.OL,Technology,Semiconductors,-0.04889354903808584,4.976843505814422,9.522360574458261,9.559027241124928,0.42857142857142855,5.3428571428571425,0,29,95,95,64,98
norway,ORK.OL,Consumer Defensive,Packaged Foods,0.11380513736152255,1.7389844077924956,1.252522147694817,1.8168086970605737,0.8038996875380433,1.1607078921794283,48,53,29,39,70,16
norway,SALM.OL,Consumer Defensive,Farm Products,0.07971075422517447,3.1448881695114776,2.852948512585812,3.903978260869565,1.1866223829143194,2.16630724343524,12,37,58,68,64,54
norway,SCATC.OL,Utilities,Utilities - Renewable,0.10596908864807249,1.194078855705973,2.756960573736227,8.659134486779704,2.84517676319062,0.9299119111451551,63,3,5,17,13,8
norway,SCHA.OL,Communication Services,Publishing,0.3005225125069483,1.645706876107386,4.87715252720939,5.742268499797687,0.29776542523624233,8.985250106883283,93,33,91,87,8,98
norway,TEL.OL,Communication Services,Telecom Services,-0.05016826140223005,2.6651007594375726,2.052327460958405,3.656619521720801,2.3865670021556067,0.8644487932159165,0,44,91,86,28,93
norway,TGS.OL,Energy,Oil & Gas Equipment & Services,0.06285173974231972,2.182633836531613,2.6313661220027513,3.8073529641080146,1.1937244201909956,0.7281831187410587,65,93,43,61,98,3
norway,TOM.OL,Industrials,Waste Management,0.09405436836749527,5.900143306713878,3.0544164514512917,3.7526404129202864,1.5108300625090856,1.4625574002119393,8,47,49,51,98,19
norway,VEI.OL,Industrials,Engineering & Construction,0.41297366730892743,5.053415476579121,0.4150753269167383,0.7707938329306653,4.7809890815671165,0.8347029077117573,85,90,100,82,51,13
norway,WAWI.OL,Industrials,Marine Shipping,0.23888194428847023,0.9782438551966305,0.8065640073025605,1.3818628120834369,1.1454457598453731,1.8992758393680051,79,82,74,20,25,85
norway,WWI.OL,Industrials,Marine Shipping,0.1885436776370525,0.577962814511157,1.5757665414502304,2.5531250320162684,0.42318339100346014,1.1696969696969697,88,94,91,54,3,23
norway,YAR.OL,Basic Materials,Agricultural Inputs,-0.004331043166804718,0.9512929962730284,0.5324658083211474,1.1289967283814792,1.1099434114793858,1.6991477272727273,0,60,36,69,75,43
