country,ticker,sector,industry,roe_ratio,pb_ratio,ps_ratio,evrv_ratio,de_ratio,current_ratio,roe_perc,pb_perc,ps_perc,evrv_perc,de_perc,current_perc
norway,AFG.OL,Industrials,Engineering & Construction,0.23903697334479793,4.460560427901054,0.5079771300371048,0.8500798163314547,3.300372599598739,0.6567448386450191,20.5,8.7,22.2,16.1,21.1,43.7
norway,AKRBP.OL,Energy,Oil & Gas E&P,0.14051597251646977,1.0966197607623205,1.1564614127900235,3.263107114175644,2.3243775606681374,1.3655294638901196,74.0,18.0,26.1,22.5,23.0,94.2
norway,ATEA.OL,Technology,Information Technology Services,0.1885598010400181,3.3589499563742837,0.42959360544323677,0.854137456468307,3.772552566131585,0.936012619161923,67.0,67.2,74.2,86.2,93.5,93.1
norway,AUSS.OL,Consumer Defensive,Farm Products,0.1647959011696498,0.6969845282637274,0.5844882268140317,1.1568657602397039,0.8753160076853069,2.528720083246618,82.3,66.2,41.3,43.7,73.0,17.1
norway,BONHR.OL,Industrials,Conglomerates,0.17954867546059086,1.0316063447072932,0.6761647016791712,1.355478742408003,1.7539518151095608,1.5072374499538035,76.7,43.6,34.7,1.9,4.0,20.9
norway,BRG.OL,Basic Materials,Specialty Chemicals,0.16286836935166993,3.4106091572399926,2.3869105747767856,2.993537826254855,0.8829076620825147,1.6172376873661671,49.6,54.5,60.2,60.6,55.1,41.3
norway,DNO.OL,Energy,Oil & Gas E&P,-0.027037032181842828,1.1231684158848423,1.8684827745884738,3.388811892311604,1.7462962962962962,3.785310734463277,32.4,62.2,58.4,60.3,75.2,75.4
norway,EPR.OL,Consumer Defensive,Discount Stores,0.20432984675261492,3.415756931458039,1.101433582651502,1.6345734367577063,1.8000486499635124,1.1441106088806168,16.5,75.1,80.8,63.9,37.5,38.0
norway,EQNR.OL,Energy,Oil & Gas Integrated,0.2027252568115358,1.592557040513203,0.6748934969218253,1.4812650516044545,2.094407739499764,1.3124803700425434,69.6,62.9,15.9,16.1,74.3,7.7
norway,GSF.OL,Consumer Defensive,Farm Products,-0.6864472661311221,1.6977811609225189,0.8715893973659705,2.0804493148862577,2.381445970458668,1.811377245508982,0.5,39.5,10.6,52.8,99.7,8.1
norway,KOG.OL,Industrials,Aerospace & Defense,0.26690539208054387,14.361662774404483,5.662442298248486,6.396032083810771,2.602366495407131,1.1253661662394727,93.7,99.8,92.8,92.8,99.5,5.6
norway,MOWI.OL,Consumer Defensive,Farm Products,0.11308037943085372,26.62948866152371,19.042793926823272,19.80287961050767,1.1352970544183725,2.914245216158753,30.5,47.2,52.0,52.0,73.1,30.8
norway,NHY.OL,Basic Materials,Aluminum,0.04690466440829394,1.2207199831984845,0.6421407348906513,1.057624315285035,0.9298942783754607,1.5305296391491774,39.9,77.0,52.4,47.1,44.7,3.1
norway,NOD.OL,Technology,Semiconductors,-0.07777869616628824,4.171624145543528,4.7488707262207015,4.648837813915437,0.4165202108963093,5.368932038834951,6.2,23.5,61.6,60.4,59.8,100.0
norway,ORK.OL,Consumer Defensive,Packaged Foods,0.12553951188888016,2.1886389297665563,1.5789077152408981,2.107539395494521,0.7650082398179393,1.364748113896325,69.8,99.2,74.6,66.1,64.3,43.8
norway,SALM.OL,Consumer Defensive,Farm Products,0.1533596837944664,3.4956521739130433,2.677261891247588,3.9515268475422864,1.6893774703557312,1.7329594895098135,17.1,39.0,37.3,49.0,87.2,15.8
norway,SCATC.OL,Utilities,Utilities - Renewable,0.11642118458163585,0.9959260419931057,2.7485405405405405,9.037837837837838,2.583672829833908,1.1099078003805063,69.7,1.5,2.3,11.9,8.3,15.5
norway,TGS.OL,Energy,Oil & Gas Equipment & Services,0.07374462047304732,1.4747169302700573,1.4227659869350797,2.8466955115811206,1.5746388443017656,0.6558544303797469,81.8,63.3,11.9,28.6,99.6,0.6
norway,VEI.OL,Industrials,Engineering & Construction,0.4028605482717521,5.99196662693683,0.4856904089075671,0.8013438639712098,4.603098927294398,0.81730465042708,79.5,94.7,92.6,82.0,38.0,12.8
norway,WAWI.OL,Industrials,Marine Shipping,0.3087076793319317,1.0705616833156484,0.6867283128933422,1.3986950648109884,1.5293586269196024,1.0404083368779242,94.7,90.3,57.1,22.8,34.9,21.8
norway,WWI.OL,Industrials,Marine Shipping,0.18641779169416756,0.5874602811828946,1.4258465390535113,2.2423944577664074,0.3939169139465875,1.1993720565149137,84.3,91.9,72.6,13.8,0.7,28.0
norway,YAR.OL,Basic Materials,Agricultural Inputs,0.0008560515688935332,1.1031358453924753,0.5692598121267154,1.1347423479013394,1.1410823932600314,1.8286814244465832,9.9,73.3,51.7,52.8,76.0,67.3
