end,form,cik,rev,cost_sale,sale_gen_adm,inpairm,op_income,int_income,int_exp,inc_tax_exp,net_inc,shares,eps_dil,depr_amort,cash_cash_eq,acc_rec,invent,other_curr_ass,tot_curr_ass,ppe_net,goodwill,intang_ass,other_ass,tot_ass,short_debt,acc_pay,other_curr_liab,tot_curr_liab,tot_long_debt,other_liab,tot_equity,ticker
2019-12-31,10-Q,0001144519,10783000000,11301000000,329000000,0.0,-1510000000,8000000,86000000,-28000000,-51000000,141562431,-0.48,134000000,320000000,1705000000,5038000000,3113000000,10248000000,4132000000,611000000,583000000,678000000,18317000000,507000000,2842000000,2255000000,6595000000,3716000000,711000000,5913000000,BG
2020-03-31,10-Q,0001144519,9173000000,8999000000,295000000,0.0,-248000000,7000000,77000000,-55000000,-184000000,141899104,-1.46,113000000,193000000,1616000000,5451000000,3789000000,11100000000,3830000000,553000000,533000000,722000000,18596000000,509000000,3368000000,3189000000,8022000000,3753000000,667000000,4862000000,BG
2020-06-30,10-Q,0001144519,9462000000,8357000000,346000000,0.0,690000000,6000000,62000000,168000000,516000000,150203077,3.47,104000000,277000000,1526000000,6007000000,3362000000,11468000000,3714000000,550000000,524000000,667000000,18559000000,522000000,2602000000,2467000000,7496000000,3980000000,665000000,5093000000,BG
2020-09-30,10-Q,0001144519,10159000000,9557000000,352000000,0.0,305000000,5000000,56000000,38000000,262000000,148549984,1.84,106000000,291000000,1623000000,6463000000,4729000000,13501000000,3720000000,559000000,524000000,692000000,20761000000,509000000,2708000000,3589000000,8932000000,4419000000,637000000,5327000000,BG
2020-12-31,10-Q,0001144519,12610000000,9557000000,352000000,0.0,305000000,5000000,56000000,38000000,551000000,148549984,3.74,106000000,352000000,1717000000,7172000000,6268000000,16181000000,3775000000,586000000,529000000,746000000,23655000000,8000000,2636000000,4840000000,10985000000,4452000000,657000000,6069000000,BG
2020-12-31,10-K,0001144519,41404000000,38619000000,1358000000,0.0,1413000000,22000000,265000000,248000000,1145000000,149689816,7.71,424000000,352000000,1717000000,7172000000,6268000000,16181000000,3775000000,586000000,529000000,746000000,23655000000,8000000,2636000000,4840000000,10985000000,4452000000,657000000,6069000000,BG
2021-03-31,10-Q,0001144519,12961000000,11814000000,271000000,0.0,1109000000,9000000,73000000,192000000,831000000,150612122,5.52,106000000,226000000,2253000000,8616000000,5765000000,17285000000,3645000000,556000000,496000000,735000000,24533000000,9000000,3842000000,4458000000,11340000000,4341000000,658000000,6637000000,BG
2021-06-30,10-Q,0001144519,15391000000,14726000000,297000000,0.0,419000000,6000000,54000000,50000000,362000000,152679954,2.37,106000000,464000000,2526000000,8460000000,5681000000,17555000000,3719000000,579000000,502000000,685000000,25085000000,33000000,3634000000,4508000000,10321000000,5334000000,664000000,7184000000,BG
2021-09-30,10-Q,0001144519,14117000000,13255000000,327000000,0.0,741000000,19000000,57000000,92000000,653000000,152538592,4.28,105000000,1033000000,2431000000,8014000000,5056000000,16534000000,3658000000,562000000,482000000,656000000,24109000000,510000000,3944000000,3822000000,9759000000,4814000000,657000000,7495000000,BG
2021-12-31,10-Q,0001144519,16683000000,13255000000,327000000,0.0,741000000,19000000,57000000,92000000,231000000,152538592,1.52,105000000,902000000,2112000000,8431000000,4751000000,16460000000,3499000000,484000000,431000000,719000000,23819000000,504000000,4250000000,3425000000,9324000000,4787000000,658000000,7669000000,BG
2021-12-31,10-K,0001144519,59152000000,55789000000,1234000000,0.0,2565000000,48000000,243000000,398000000,2078000000,152366712,13.64,420000000,902000000,2112000000,8431000000,4751000000,16460000000,3499000000,484000000,431000000,719000000,23819000000,504000000,4250000000,3425000000,9324000000,4787000000,658000000,7669000000,BG
2022-03-31,10-Q,0001144519,15880000000,14676000000,308000000,0.0,804000000,9000000,111000000,108000000,688000000,153620928,4.48,102000000,386000000,2564000000,10988000000,6667000000,20890000000,3561000000,497000000,416000000,779000000,28724000000,503000000,5836000000,5094000000,13860000000,4040000000,800000000,8581000000,BG
2022-06-30,10-Q,0001144519,17933000000,17161000000,334000000,0.0,261000000,11000000,92000000,36000000,206000000,154072714,1.34,102000000,818000000,2427000000,10481000000,5689000000,19732000000,3463000000,468000000,383000000,727000000,27419000000,1303000000,5347000000,3840000000,13101000000,3062000000,816000000,8732000000,BG
2022-09-30,10-Q,0001144519,16759000000,15871000000,337000000,0.0,496000000,30000000,103000000,113000000,380000000,152420293,2.49,102000000,956000000,2336000000,8112000000,5733000000,17195000000,3408000000,445000000,350000000,684000000,24792000000,773000000,4455000000,3563000000,10567000000,2997000000,918000000,8705000000,BG
2022-12-31,10-Q,0001144519,16660000000,15871000000,337000000,0.0,496000000,30000000,103000000,113000000,336000000,152420293,2.21,102000000,1104000000,2829000000,8408000000,4381000000,16758000000,3617000000,470000000,360000000,627000000,24580000000,846000000,4386000000,3379000000,9600000000,3259000000,849000000,9224000000,BG
2022-12-31,10-K,0001144519,67232000000,63550000000,1369000000,0.0,2066000000,71000000,403000000,388000000,1610000000,153134754,10.51,408000000,1104000000,2829000000,8408000000,4381000000,16758000000,3617000000,470000000,360000000,627000000,24580000000,846000000,4386000000,3379000000,9600000000,3259000000,849000000,9224000000,BG
2023-03-31,10-Q,0001144519,15328000000,14147000000,353000000,0.0,842000000,43000000,112000000,183000000,632000000,152263992,4.15,102000000,3052000000,2789000000,8952000000,4247000000,19040000000,3731000000,478000000,356000000,699000000,27110000000,868000000,5476000000,3116000000,10408000000,4312000000,802000000,9955000000,BG
2023-06-30,10-Q,0001144519,15049000000,13684000000,420000000,0.0,827000000,40000000,129000000,198000000,622000000,152179404,4.09,102000000,1330000000,2599000000,8806000000,4465000000,17200000000,4152000000,484000000,346000000,725000000,25712000000,4000000,4248000000,3002000000,8291000000,4278000000,871000000,10575000000,BG
